ID,Type,State,EstimatedEffort,CreatedDate,StartDate,ClosedDate,FeatureID,SprintNumberCreated,SprintNumberStarted,SprintNumberClosed,DayInSprintClosed,WeekCreated,WeekStarted,WeekClosed,MonthCreated,MonthStarted,MonthClosed,YearClosed,FeatureExists,LeadSprints,CycleSprints,LeadDays,CycleDays,LeadWeeks,CycleWeeks,LeadMonths,CycleMonths,CycleEfficiencyDays
39737,Story,Done,0,2022-10-26,2022-10-26,2022-11-08,39340,23,23,23,14,44,44,46,10,10,11,2022,1,0,0,13,13,1,1,0,0,100%
39739,Story,Done,0,2022-10-26,2022-10-26,2022-11-08,39340,23,23,23,14,44,44,46,10,10,11,2022,1,0,0,13,13,1,1,0,0,100%
39741,Bug,Done,1,2022-10-26,2022-10-26,2022-11-09,39338,23,23,24,1,44,44,46,10,10,11,2022,1,1,1,14,14,2,2,0,0,100%
39794,Story,Approved,2,2022-10-27,,,31059,23,-1,-1,-1,44,-1,-1,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39799,Bug,Resolved,1,2022-10-28,2022-12-07,,39338,23,26,-1,-1,44,50,-1,10,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
39804,Story,Done,3,2022-10-28,2023-06-28,2023-07-31,43358,23,-1,-1,-1,44,26,31,10,6,7,2023,1,-1,-1,276,33,39,4,9,1,12%
39805,Story,Done,3,2022-10-28,2023-06-28,2023-07-31,43358,23,-1,-1,-1,44,26,31,10,6,7,2023,1,-1,-1,276,33,39,4,9,1,12%
39807,Bug,Done,0,2022-10-28,2022-10-28,2022-11-07,39335,23,23,23,13,44,44,46,10,10,11,2022,1,0,0,10,10,1,1,0,0,100%
39830,Bug,Done,0,2022-10-31,2022-10-31,2022-11-09,39338,23,23,24,1,45,45,46,10,10,11,2022,1,1,1,9,9,1,1,0,0,100%
39832,Bug,Done,0,2022-10-31,2022-10-31,2022-11-01,39338,23,23,23,7,45,45,45,10,10,11,2022,1,0,0,1,1,0,0,0,0,100%
39852,Bug,Done,1,2022-11-01,2022-11-09,2022-12-05,39335,23,24,25,13,45,46,50,11,11,12,2022,1,2,1,34,26,4,3,1,1,76%
39857,Bug,Done,1,2022-11-02,,2022-11-04,0,23,-1,23,10,45,-1,45,11,-1,11,2022,0,0,-1,2,-1,0,-1,0,-1,-100%
39858,Bug,Done,0,2022-11-02,2022-11-02,2022-11-04,39337,23,23,23,10,45,45,45,11,11,11,2022,1,0,0,2,2,0,0,0,0,100%
39866,Bug,Done,0,2022-11-02,2022-11-04,2022-11-04,39335,23,23,23,10,45,45,45,11,11,11,2022,1,0,0,2,0,0,0,0,0,-100%
39889,Story,Done,8,2022-11-04,2022-12-07,2023-01-23,39582,23,26,-1,-1,45,50,4,11,12,1,2023,1,-1,-1,80,47,11,6,3,2,59%
39894,Bug,Done,1,2022-11-04,2022-11-09,2022-11-22,32953,23,24,24,14,45,46,48,11,11,11,2022,1,1,0,18,13,2,1,1,0,72%
39916,Bug,Done,1,2022-11-07,2022-11-09,2022-11-17,39335,23,24,24,9,46,46,47,11,11,11,2022,1,1,0,10,8,1,1,0,0,80%
39917,Bug,Done,1,2022-11-07,2022-11-09,2022-11-15,39335,23,24,24,7,46,46,47,11,11,11,2022,1,1,0,8,6,1,0,0,0,75%
39918,Bug,Done,2,2022-11-07,2022-11-09,2022-12-05,39335,23,24,25,13,46,46,50,11,11,12,2022,1,2,1,28,26,4,3,1,1,93%
39919,Bug,Done,0,2022-11-07,2022-11-07,2022-11-07,39336,23,23,23,13,46,46,46,11,11,11,2022,1,0,0,0,0,0,0,0,0,-100%
39920,Bug,Done,2,2022-11-07,2022-11-09,2022-12-05,39335,23,24,25,13,46,46,50,11,11,12,2022,1,2,1,28,26,4,3,1,1,93%
39922,Story,Done,4,2022-11-07,2022-12-07,2022-12-13,39582,23,26,26,7,46,50,51,11,12,12,2022,1,3,0,36,6,5,0,1,0,17%
39925,Story,Done,2,2022-11-08,2022-11-30,2022-12-09,36587,23,25,26,3,46,49,50,11,11,12,2022,1,3,1,31,9,4,1,1,0,29%
39926,Story,Done,0,2022-11-08,2022-12-15,2022-12-19,36587,23,26,26,13,46,51,52,11,12,12,2022,1,3,0,41,4,5,0,1,0,10%
39927,Story,Done,2,2022-11-08,2022-11-18,2022-11-22,36587,23,24,24,14,46,47,48,11,11,11,2022,1,1,0,14,4,2,0,0,0,29%
39928,Story,Done,2,2022-11-08,2022-12-19,2023-01-23,36587,23,26,-1,-1,46,52,4,11,12,1,2023,1,-1,-1,76,35,10,5,2,1,46%
39931,Bug,Done,0,2022-11-08,2023-06-28,2023-08-02,43358,23,-1,-1,-1,46,26,31,11,6,8,2023,1,-1,-1,267,35,38,5,9,1,13%
39936,Story,Done,0,2022-11-08,2022-11-08,2022-11-22,39340,23,23,24,14,46,46,48,11,11,11,2022,1,1,1,14,14,2,2,0,0,100%
39937,Story,Done,0,2022-11-08,2022-11-08,2022-11-22,39340,23,23,24,14,46,46,48,11,11,11,2022,1,1,1,14,14,2,2,0,0,100%
39960,Story,Done,0,2022-11-09,2022-11-21,2022-11-23,39338,24,24,25,1,46,48,48,11,11,11,2022,1,1,1,14,2,2,0,0,0,14%
39961,Story,Done,0,2022-11-09,2022-11-09,2022-11-23,39338,24,24,25,1,46,46,48,11,11,11,2022,1,1,1,14,14,2,2,0,0,100%
39962,Story,Done,0,2022-11-09,2022-11-21,2022-11-23,39340,24,24,25,1,46,48,48,11,11,11,2022,1,1,1,14,2,2,0,0,0,14%
40022,Story,Done,0,2022-11-10,2022-11-30,2022-11-30,40021,24,25,25,8,46,49,49,11,11,11,2022,1,1,0,20,0,2,0,1,0,-100%
40051,Story,Done,0,2022-11-10,2022-11-10,2023-01-11,40040,24,24,-1,-1,46,46,2,11,11,1,2023,1,-1,-1,62,62,8,8,2,2,100%
40052,Story,Done,0,2022-11-10,2022-11-10,2022-11-10,40021,24,24,24,2,46,46,46,11,11,11,2022,1,0,0,0,0,0,0,0,0,-100%
40053,Bug,Done,1,2022-11-10,2022-11-22,2022-11-24,39335,24,24,25,2,46,48,48,11,11,11,2022,1,1,1,14,2,2,0,0,0,14%
40056,Bug,Done,1,2022-11-10,2022-11-22,2022-11-24,39335,24,24,25,2,46,48,48,11,11,11,2022,1,1,1,14,2,2,0,0,0,14%
40060,Story,Done,1,2022-11-11,2023-06-21,2023-07-31,41677,24,-1,-1,-1,46,25,31,11,6,7,2023,1,-1,-1,262,40,37,5,9,1,15%
40061,Bug,Committed,1,2022-11-11,2022-11-22,,32953,24,24,-1,-1,46,48,-1,11,11,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40064,Story,Done,1,2022-11-11,2022-11-22,2022-11-23,5212,24,24,25,1,46,48,48,11,11,11,2022,1,1,1,12,1,1,0,0,0,8%
40070,Bug,Done,1,2022-11-14,,2022-11-22,32953,24,-1,24,14,47,-1,48,11,-1,11,2022,1,0,-1,8,-1,1,-1,0,-1,-100%
40072,Story,Done,8,2022-11-14,2022-11-22,2022-12-07,39501,24,24,26,1,47,48,50,11,11,12,2022,1,2,2,23,15,3,2,1,0,65%
40094,Story,Done,4,2022-11-16,2022-12-08,2022-12-21,36587,24,26,27,1,47,50,52,11,12,12,2022,1,3,1,35,13,5,1,1,0,37%
40095,Story,Done,4,2022-11-16,2022-11-17,2022-12-13,36587,24,24,26,7,47,47,51,11,11,12,2022,1,2,2,27,26,3,3,1,1,96%
40096,Story,Done,4,2022-11-16,2022-12-13,2023-01-23,36587,24,26,-1,-1,47,51,4,11,12,1,2023,1,-1,-1,68,41,9,5,2,1,60%
40097,Story,Done,2,2022-11-16,2022-12-13,2022-12-20,36587,24,26,26,14,47,51,52,11,12,12,2022,1,2,0,34,7,4,1,1,0,21%
40098,Story,Done,3,2022-11-16,2022-11-17,2022-12-13,36587,24,24,26,7,47,47,51,11,11,12,2022,1,2,2,27,26,3,3,1,1,96%
40099,Story,Done,1,2022-11-16,2022-12-23,2023-01-23,36587,24,27,-1,-1,47,52,4,11,12,1,2023,1,-1,-1,68,31,9,4,2,1,46%
40103,Story,Done,4,2022-11-16,2022-11-17,2022-12-13,36587,24,24,26,7,47,47,51,11,11,12,2022,1,2,2,27,26,3,3,1,1,96%
40132,Bug,Done,0,2022-11-16,2022-11-16,2022-11-22,39338,24,24,24,14,47,47,48,11,11,11,2022,1,0,0,6,6,0,0,0,0,100%
40143,Bug,Resolved,1,2022-11-17,2022-11-22,,39338,24,24,-1,-1,47,48,-1,11,11,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40150,Story,Done,0,2022-11-17,2022-11-25,2022-11-28,33128,24,25,25,6,47,48,49,11,11,11,2022,1,1,0,11,3,1,0,0,0,27%
40163,Bug,Done,1,2022-11-18,,2022-11-30,39338,24,-1,25,8,47,-1,49,11,-1,11,2022,1,1,-1,12,-1,1,-1,0,-1,-100%
40169,Bug,Done,1,2022-11-18,,2022-12-23,28003,24,-1,27,3,47,-1,52,11,-1,12,2022,1,3,-1,35,-1,5,-1,1,-1,-100%
40190,Bug,Done,1,2022-11-21,2022-11-22,2022-12-06,39335,24,24,25,14,48,48,50,11,11,12,2022,1,1,1,15,14,2,2,0,0,93%
40198,Story,Done,0,2022-11-21,2022-11-22,2022-12-06,39340,24,24,25,14,48,48,50,11,11,12,2022,1,1,1,15,14,2,2,0,0,93%
40199,Story,Done,0,2022-11-21,2022-11-22,2022-12-06,39340,24,24,25,14,48,48,50,11,11,12,2022,1,1,1,15,14,2,2,0,0,93%
40201,Bug,Done,1,2022-11-22,2022-12-13,2022-12-14,39339,24,26,26,8,48,51,51,11,12,12,2022,1,2,0,22,1,3,0,1,0,5%
40206,Bug,Done,0,2022-11-22,2022-11-22,2022-11-23,0,24,24,25,1,48,48,48,11,11,11,2022,0,1,1,1,1,0,0,0,0,100%
40208,Bug,Done,0,2022-11-22,2022-11-22,2022-11-23,0,24,24,25,1,48,48,48,11,11,11,2022,0,1,1,1,1,0,0,0,0,100%
40210,Story,Done,0,2022-11-22,2023-08-22,2023-09-14,41677,24,-1,-1,-1,48,34,37,11,8,9,2023,1,-1,-1,296,23,42,3,10,1,8%
40216,Story,Done,2,2022-11-23,2023-06-28,2023-07-17,43358,25,-1,-1,-1,48,26,29,11,6,7,2023,1,-1,-1,236,19,33,2,8,1,8%
40224,Bug,Resolved,0,2022-11-23,2022-12-19,,39338,25,26,-1,-1,48,52,-1,11,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40237,Story,Done,0,2022-11-23,2022-11-23,2022-12-07,39338,25,25,26,1,48,48,50,11,11,12,2022,1,1,1,14,14,2,2,0,0,100%
40238,Story,Done,0,2022-11-23,2022-11-23,2022-12-07,39338,25,25,26,1,48,48,50,11,11,12,2022,1,1,1,14,14,2,2,0,0,100%
40239,Story,Done,0,2022-11-23,2022-11-23,2022-12-07,39340,25,25,26,1,48,48,50,11,11,12,2022,1,1,1,14,14,2,2,0,0,100%
40273,Bug,Approved,1,2022-11-23,,,28003,25,-1,-1,-1,48,-1,-1,11,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40290,Bug,Done,1,2022-11-24,,2022-11-28,0,25,-1,25,6,48,-1,49,11,-1,11,2022,0,0,-1,4,-1,0,-1,0,-1,-100%
40313,Bug,Done,0,2022-11-24,2022-12-21,2022-12-29,39336,25,27,27,9,48,52,53,11,12,12,2022,1,2,0,35,8,5,1,1,0,23%
40314,Bug,Resolved,0,2022-11-25,2022-12-07,,39338,25,26,-1,-1,48,50,-1,11,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40317,Bug,Done,1,2022-11-25,2022-12-07,2022-12-15,39337,25,26,26,9,48,50,51,11,12,12,2022,1,1,0,20,8,2,1,1,0,40%
40326,Story,Done,0,2022-11-28,2022-11-29,2022-11-29,39450,25,25,25,7,49,49,49,11,11,11,2022,1,0,0,1,0,0,0,0,0,-100%
40327,Story,Approved,3,2022-11-28,,,40325,25,-1,-1,-1,49,-1,-1,11,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40328,Story,Approved,2,2022-11-28,,,40325,25,-1,-1,-1,49,-1,-1,11,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40331,Story,Done,0,2022-11-28,2022-11-29,2022-12-06,0,25,25,25,14,49,49,50,11,11,12,2022,0,0,0,8,7,1,1,0,0,88%
40336,Story,Work Done,0,2022-11-29,2022-11-30,,39501,25,25,-1,-1,49,49,-1,11,11,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40351,Bug,Done,0,2022-11-30,,2022-12-20,0,25,-1,26,14,49,-1,52,11,-1,12,2022,0,1,-1,20,-1,2,-1,1,-1,-100%
40358,Bug,Done,1,2022-12-01,2022-12-01,2022-12-02,39333,25,25,25,10,49,49,49,12,12,12,2022,1,0,0,1,1,0,0,0,0,100%
40404,Bug,Done,0,2022-12-05,2022-12-07,2022-12-23,39340,25,26,27,3,50,50,52,12,12,12,2022,1,2,1,18,16,2,2,1,1,89%
40405,Bug,Resolved,0,2022-12-05,2022-12-07,,39338,25,26,-1,-1,50,50,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40412,Bug,Done,1,2022-12-05,,2022-12-19,39332,25,-1,26,13,50,-1,52,12,-1,12,2022,1,1,-1,14,-1,2,-1,0,-1,-100%
40423,Bug,Resolved,0,2022-12-06,2022-12-07,,39338,25,26,-1,-1,50,50,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40432,Story,Done,0,2022-12-06,2024-01-24,2024-10-02,40362,25,-1,-1,-1,50,4,40,12,1,10,2024,1,-1,-1,666,252,95,36,22,8,38%
40433,Story,Done,0,2022-12-06,2022-12-14,2022-12-21,39340,25,26,27,1,50,51,52,12,12,12,2022,1,2,1,15,7,2,1,0,0,47%
40434,Story,Done,0,2022-12-06,2022-12-14,2022-12-21,39340,25,26,27,1,50,51,52,12,12,12,2022,1,2,1,15,7,2,1,0,0,47%
40436,Bug,Done,0,2022-12-07,2022-12-07,2022-12-08,39338,26,26,26,2,50,50,50,12,12,12,2022,1,0,0,1,1,0,0,0,0,100%
40447,Story,Committed,0,2022-12-07,2022-12-12,,39338,26,26,-1,-1,50,51,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40448,Story,Committed,0,2022-12-07,2022-12-12,,39338,26,26,-1,-1,50,51,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40449,Story,Done,0,2022-12-07,2022-12-12,2023-01-11,39340,26,26,-1,-1,50,51,2,12,12,1,2023,1,-1,-1,35,30,5,4,1,1,86%
40452,Bug,Committed,1,2022-12-07,2022-12-07,,32953,26,26,-1,-1,50,50,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40478,Bug,Done,0,2022-12-07,2022-12-07,2022-12-15,39338,26,26,26,9,50,50,51,12,12,12,2022,1,0,0,8,8,1,1,0,0,100%
40479,Bug,Done,0,2022-12-07,2022-12-07,2022-12-15,39338,26,26,26,9,50,50,51,12,12,12,2022,1,0,0,8,8,1,1,0,0,100%
40482,Bug,Approved,0,2022-12-07,,,39332,26,-1,-1,-1,50,-1,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40552,Story,Done,1,2022-12-09,2022-12-09,2022-12-16,32548,26,26,26,10,50,50,51,12,12,12,2022,1,0,0,7,7,1,1,0,0,100%
40563,Story,Work Done,5,2022-12-12,2022-12-12,,39338,26,26,-1,-1,51,51,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40570,Bug,Done,0,2022-12-12,2022-12-12,2022-12-29,39335,26,26,27,9,51,51,53,12,12,12,2022,1,1,1,17,17,2,2,1,1,100%
40588,Bug,Approved,1,2022-12-12,,,39332,26,-1,-1,-1,51,-1,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40618,Bug,Done,0,2022-12-13,2022-12-13,2022-12-15,40620,26,26,26,9,51,51,51,12,12,12,2022,1,0,0,2,2,0,0,0,0,100%
40621,Story,Done,0,2022-12-13,2022-12-13,2022-12-15,40620,26,26,26,9,51,51,51,12,12,12,2022,1,0,0,2,2,0,0,0,0,100%
40633,Bug,Done,1,2022-12-14,2022-12-15,2022-12-23,39338,26,26,27,3,51,51,52,12,12,12,2022,1,1,1,9,8,1,1,0,0,89%
40643,Bug,Resolved,0,2022-12-14,2022-12-21,,39337,26,27,-1,-1,51,52,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40654,Story,Done,0,2022-12-15,2022-12-15,2022-12-19,5208,26,26,26,13,51,51,52,12,12,12,2022,1,0,0,4,4,0,0,0,0,100%
40658,Bug,Done,1,2022-12-16,2022-12-16,2022-12-22,32953,26,26,27,2,51,51,52,12,12,12,2022,1,1,1,6,6,0,0,0,0,100%
40659,Bug,Done,1,2022-12-16,2022-12-16,2022-12-23,32953,26,26,27,3,51,51,52,12,12,12,2022,1,1,1,7,7,1,1,0,0,100%
40702,Bug,Approved,0,2022-12-20,,,39332,26,-1,-1,-1,52,-1,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40705,Bug,Done,0,2022-12-20,,2022-12-22,32953,26,-1,27,2,52,-1,52,12,-1,12,2022,1,1,-1,2,-1,0,-1,0,-1,-100%
40717,Bug,Done,0,2022-12-20,2022-12-21,2023-01-12,39336,26,27,-1,-1,52,52,2,12,12,1,2023,1,-1,-1,23,22,3,3,1,1,96%
40718,Bug,Committed,0,2022-12-20,2022-12-20,,0,26,26,-1,-1,52,52,-1,12,12,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40722,Story,Done,0,2022-12-21,2022-12-21,2023-01-10,39340,27,27,-1,-1,52,52,2,12,12,1,2023,1,-1,-1,20,20,2,2,1,1,100%
40723,Story,Done,0,2022-12-21,2023-01-13,2023-01-13,39340,27,-1,-1,-1,52,2,2,12,1,1,2023,1,-1,-1,23,0,3,0,1,0,-100%
40741,Bug,Approved,0,2022-12-22,,,32953,27,-1,-1,-1,52,-1,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40754,Bug,Done,0,2022-12-27,2022-12-28,2022-12-28,39338,27,27,27,8,53,53,53,12,12,12,2022,1,0,0,1,0,0,0,0,0,-100%
40764,Bug,Approved,0,2022-12-29,,,32953,27,-1,-1,-1,53,-1,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40766,Bug,Approved,0,2022-12-29,,,32953,27,-1,-1,-1,53,-1,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40768,Bug,Resolved,0,2022-12-29,2022-12-29,,39338,27,27,-1,-1,53,53,-1,12,12,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
40769,Bug,Done,0,2022-12-29,2022-12-29,2022-12-30,39339,27,27,27,10,53,53,53,12,12,12,2022,1,0,0,1,1,0,0,0,0,100%
